#./sp.exe -n 20 -fS 8 -t 10 -a 0.75 

20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	0	0	0	0	0	0	1	0
20	1	0	0	0	0	0	39	0
20	1	1	1	0	0	0	39	0.0156
20	1	1	0	0	0	0	40	0.0312
20	1	1	0	0	0	0	42	0.0156
20	1	1	1	1	0	0	43	0.0156
20	1	1	0	0	0	0	41	0.0156
20	1	1	1	0	0	0	39	0
20	1	0	0	0	0	0	38	0
20	1	1	0	0	0	0	41	0
20	1	1	0	0	0	0	43	0
20	2	2	2	2	2	2	41	0.0312
20	2	2	2	2	2	2	39	0.0156
20	2	2	2	2	2	2	42	0.0312
20	2	2	2	2	2	2	41	0.0156
20	2	2	2	2	2	2	44	0.0312
20	2	2	2	2	2	2	41	0.0156
20	2	2	2	2	2	2	40	0.0156
20	2	2	2	2	2	2	41	0
20	2	2	2	2	2	2	42	0.0156
20	2	2	2	2	2	2	40	0.0156
20	3	3	3	3	3	3	43	0.0312
20	3	3	3	3	3	3	42	0.0156
20	3	3	3	3	3	3	45	0.0156
20	3	3	3	3	3	3	44	0.0156
20	3	3	3	3	3	3	41	0.0312
20	3	3	3	3	3	3	43	0.0312
20	3	3	3	3	3	3	42	0.0156
20	3	3	3	3	3	3	43	0.0312
20	3	3	3	3	3	3	42	0.0156
20	3	3	3	3	3	3	45	0.0312
20	4	4	4	4	4	4	46	0.0312
20	4	4	4	4	4	4	44	0.0312
20	4	4	4	4	4	4	44	0.0312
20	4	4	4	4	4	4	46	0.0312
20	4	4	4	4	4	4	45	0.0312
20	4	4	4	4	4	4	44	0.0312
20	4	4	4	4	4	4	46	0.0469
20	4	4	4	4	4	4	45	0.0312
20	4	4	4	4	4	4	44	0.0312
20	4	4	4	4	4	4	49	0.0312
20	5	5	5	5	5	5	51	0.0625
20	5	5	5	5	5	5	53	0.0469
20	5	5	5	5	5	5	47	0.0312
20	5	5	5	5	5	5	49	0.0469
20	5	5	5	5	5	5	48	0.0469
20	5	5	5	5	5	5	49	0.0469
20	5	5	5	5	5	5	44	0.0625
20	5	5	5	5	5	5	51	0.0781
20	5	5	5	5	5	5	50	0.0469
20	5	5	5	5	5	5	48	0.0469
20	6	6	6	6	6	6	49	0.0469
20	6	6	6	6	6	6	43	0.0312
20	6	6	6	6	6	6	50	0.0469
20	6	6	6	6	6	6	59	0.0469
20	6	6	6	6	6	6	50	0.0625
20	6	6	6	6	6	6	52	0.0469
20	6	6	6	6	6	6	66	0.0781
20	6	6	6	6	6	6	55	0.0625
20	6	6	6	6	6	6	47	0.0469
20	6	6	6	6	6	6	54	0.0469
20	7	7	7	7	7	7	56	0.0625
20	7	5	5	3	1	0	57	0.0625
20	7	7	7	5	3	0	66	0.0625
20	7	7	7	7	7	7	53	0.0625
20	7	7	7	6	5	0	74	0.0625
20	7	7	7	7	7	7	403	0.469
20	7	7	7	7	7	7	54	0.0625
20	7	6	7	4	2	0	63	0.0781
20	7	7	7	7	7	7	58	0.0625
20	7	7	7	5	2	0	67	0.0625
20	8	8	8	8	8	8	66	0.0781
20	8	8	8	6	2	0	49	0.0781
20	8	6	8	6	3	1	55	0.0938
20	8	5	8	4	2	0	51	0.0781
20	8	8	8	8	5	0	61	0.109
20	8	5	8	5	5	0	60	0.0625
20	8	8	8	4	3	1	66	0.0938
20	8	8	8	8	8	8	59	0.0781
20	8	8	8	6	3	0	49	0.0781
20	8	8	8	8	7	1	91	0.125
20	9	9	9	8	2	0	62	0.0938
20	9	7	8	5	1	0	65	0.0938
20	9	8	9	6	2	0	45	0.0781
20	9	7	8	5	2	0	49	0.0469
20	9	9	9	9	9	9	70	0.109
20	9	6	8	5	5	0	53	0.0781
20	9	5	8	3	2	0	48	0.0625
20	9	8	9	7	4	2	52	0.0938
20	9	7	9	4	0	0	50	0.0625
20	9	8	9	1	1	0	83	0.109
20	10	7	9	2	2	0	44	0.0625
