#./sp.exe -n 30 -fS 8 -t 10 -a 0.75 

30	0	0	0	0	0	0	1	0
30	0	0	0	0	0	0	1	0.0156
30	0	0	0	0	0	0	1	0
30	0	0	0	0	0	0	1	0
30	0	0	0	0	0	0	1	0.0156
30	0	0	0	0	0	0	1	0
30	0	0	0	0	0	0	1	0
30	0	0	0	0	0	0	1	0
30	0	0	0	0	0	0	1	0
30	0	0	0	0	0	0	1	0
30	1	1	0	0	0	0	42	0.0781
30	1	1	1	1	0	0	41	0.0625
30	1	1	1	1	0	0	41	0.0625
30	1	1	0	0	0	0	41	0.0625
30	1	0	0	0	0	0	42	0.0781
30	1	0	0	0	0	0	46	0.0625
30	1	1	0	0	0	0	42	0.0625
30	1	1	1	1	1	0	41	0.0625
30	1	0	0	0	0	0	43	0.0781
30	1	1	1	0	0	0	42	0.109
30	2	2	2	2	2	2	43	0.109
30	2	2	2	2	2	2	44	0.109
30	2	2	2	2	2	2	46	0.0781
30	2	2	2	2	2	2	44	0.0781
30	2	2	2	1	1	1	54	0.125
30	2	2	2	2	2	2	41	0.0938
30	2	2	2	2	2	2	47	0.0938
30	2	2	2	2	2	2	46	0.0938
30	2	2	2	2	2	2	45	0.109
30	2	2	2	2	2	2	43	0.0938
30	3	3	3	3	2	2	57	0.141
30	3	3	3	3	3	3	46	0.109
30	3	3	3	3	3	3	45	0.125
30	3	3	3	3	3	3	45	0.125
30	3	3	3	3	3	3	45	0.109
30	3	3	3	3	3	3	45	0.109
30	3	3	3	3	3	3	46	0.109
30	3	3	3	2	2	2	53	0.141
30	3	3	3	3	3	3	45	0.109
30	3	3	3	3	3	3	46	0.109
30	4	4	4	4	4	4	43	0.109
30	4	4	4	4	4	4	49	0.141
30	4	4	4	4	4	4	47	0.125
30	4	4	4	4	4	4	46	0.141
30	4	4	4	4	4	4	46	0.125
30	4	4	4	3	3	3	62	0.188
30	4	4	4	4	4	4	44	0.125
30	4	4	4	4	4	4	45	0.141
30	4	3	3	3	3	3	59	0.188
30	4	4	4	3	3	3	50	0.141
30	5	5	5	5	5	5	49	0.156
30	5	5	5	5	5	5	45	0.141
30	5	5	5	5	5	5	48	0.141
30	5	5	5	5	5	5	45	0.141
30	5	5	5	5	5	5	45	0.156
30	5	5	5	4	4	4	57	0.188
30	5	5	5	5	5	5	45	0.156
30	5	5	5	5	5	5	46	0.125
30	5	5	5	5	5	5	47	0.156
30	5	5	5	5	5	5	46	0.141
30	6	6	6	6	6	6	56	0.203
30	6	6	6	6	6	6	52	0.172
30	6	6	6	6	6	6	49	0.156
30	6	6	6	6	6	6	47	0.156
30	6	6	6	6	6	6	49	0.156
30	6	6	6	6	6	6	50	0.156
30	6	6	6	5	5	5	55	0.203
30	6	6	6	6	6	6	47	0.156
30	6	6	6	6	6	6	46	0.172
30	6	6	6	6	6	6	49	0.203
30	7	7	7	7	7	7	51	0.219
30	7	7	7	7	7	7	50	0.203
30	7	7	7	7	7	7	48	0.172
30	7	7	7	7	7	7	58	0.219
30	7	7	7	7	7	7	54	0.219
30	7	7	7	6	6	6	58	0.25
30	7	7	7	6	6	6	64	0.25
30	7	7	7	7	7	7	56	0.234
30	7	7	7	7	7	7	57	0.234
30	7	6	7	6	6	6	56	0.25
30	8	8	8	8	8	8	79	0.344
30	8	8	8	8	8	8	48	0.234
30	8	8	8	8	8	8	61	0.266
30	8	8	8	7	7	7	78	0.344
30	8	8	8	7	7	7	56	0.281
30	8	8	8	8	8	8	66	0.281
30	8	8	8	8	8	8	53	0.219
30	8	8	8	8	8	8	60	0.297
30	8	8	8	8	8	8	49	0.219
30	8	8	8	8	8	8	50	0.203
30	9	9	9	9	9	9	63	0.297
